y,0,22103,34,127.5,,Korean Meteorological Administration,International Partners,0,E,buoy
y,0,22104,34.77,128.9,,Korean Meteorological Administration,International Partners,0,E,buoy
y,0,22105,37.53,130,,Korean Meteorological Administration,International Partners,0,E,buoy
y,0,22106,36.35,129.78,,Korean Meteorological Administration,International Partners,0,E,buoy
y,0,22107,33.08,126.03,,Korean Meteorological Administration,International Partners,0,E,buoy
n,0,22108,36.25,125.75,,Korean Meteorological Administration,International Partners,0,E,buoy
n,0,23020,22.162,38.5,Red Sea,King Abdullah University for Science and Tech (KAUST),International Partners,0,D,buoy
y,0,23097,15,69,,National Institute for Ocean Technology,International Partners,0,D,buoy
n,0,23101,14,83.3,,National Institute for Ocean Technology,International Partners,0,D,buoy
n,0,23102,10.6,72.3,,National Institute for Ocean Technology,International Partners,0,D,buoy
y,0,23227,6.255,88.792,Bay of Bengal,Indian National Center for Ocean Information Services,Tsunami,0,E,dart
y,0,23228,20.799,65.347,Arabian Sea,Indian National Center for Ocean Information Services,Tsunami,0,E,dart
y,0,23401,8.905,88.54,"600 NM West-Northwest of Phuket, Thailand",Thailand Meteorological Department,Tsunami,0,E,dart
y,0,23494,8,73,,National Institute for Ocean Technology,International Partners,0,D,buoy
y,0,28401,32.4,144.6,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,0,E,buoy
n,0,28900,30,-90,SG168,University of Washington/iRobot,IOOS Partners,0,D,other
y,0,28901,30,-90,SG169,University of Washington/iRobot,IOOS Partners,0,D,other
n,0,28902,30,-90,SG176,University of Washington/iRobot,IOOS Partners,0,D,other
n,0,28903,30,-90,SG182,University of Washington/iRobot,IOOS Partners,0,D,other
n,0,28904,30,-90,SG140,University of Washington/iRobot,IOOS Partners,0,E,other
n,0,28905,30,-90,SG122,University of Washington/iRobot,IOOS Partners,0,E,other
y,0,31001,0,-35,Samba,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
y,0,31002,4,-38,Frevo,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
y,0,31003,-8,-30,SW Extension,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
y,0,31004,-14,-32,SW Extension,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
y,0,31005,-19,-34,SW Extension,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
n,0,31006,4,-23,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
y,0,31007,0,-23,Jazz,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
n,0,31201,-27.705,-48.134,"Floripa, Brazil (109)",SCRIPPS,IOOS Partners,0,D,buoy
y,0,31260,-23.031,-43.088,,Brazilian Navy Hydrographic Center,International Partners,0,D,buoy
n,0,31261,-31.538,-49.862,,INPE Brazil,International Partners,0,D,buoy
n,0,31478,-22.882,-43.132,,INPE Brazil,International Partners,0,D,buoy
y,0,32012,-19.691,-85.567,Woods Hole Stratus Wave Station ,Woods Hole Oceanographic Institution,IOOS Partners,0,E,buoy
n,0,32301,-9.9,-105.2,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,32302,-18,-85.1,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,32303,5,-95,5N 95W,NDBC,TAO,6,E,tao
y,0,32304,-5,-95,5S 95W,NDBC,TAO,11,E,tao
y,0,32305,-8,-95,8S 95W,NDBC,TAO,12,E,tao
y,0,32315,5,-110,5N 110W,NDBC,TAO,13,E,tao
y,0,32316,2,-110,2N 110W,NDBC,TAO,14,E,tao
y,0,32317,-2,-110,2S 110W,NDBC,TAO,15,E,tao
y,0,32318,-5,-110,5S 110W,NDBC,TAO,16,E,tao
y,0,32319,-8,-110,8S 110W,NDBC,TAO,17,E,tao
n,0,32320,2,-95,2N 95W,NDBC,TAO,18,E,tao
y,0,32321,0,-95,0 95W,NDBC,TAO,19,E,tao
y,0,32322,-2,-95,2S 95W,NDBC,TAO,20,E,tao
y,0,32323,0,-110,0 110W,NDBC,TAO,21,E,tao
y,0,32401,-19.297,-74.746,260 NM West-Southwest of Arica Chile,Hydrographic and Oceanographic Service of the Chilean Navy (SHOA),Tsunami,0,E,dart
y,0,32411,4.999,-90.841,"710 NM West-Southwest of Panama City, Panama",NDBC,Tsunami,0,E,dart
y,0,32412,-17.975,-86.392,"630 NM Southwest of Lima, Peru",NDBC,Tsunami,0,E,dart
y,0,32413,-7.397,-93.5,"1000 NM WestNorthwest of Lima, Peru",NDBC,Tsunami,0,E,dart
n,0,32487,3.517,-77.737,"Buenaventura, Colombia",DIMAR Colombia,International Partners,0,D,buoy
n,0,32488,6.258,-77.511,"Bahia Solano, Colombia",DIMAR Colombia,International Partners,0,D,buoy
n,0,32745,2.109,-95.316,TAO Buoy Adrift,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,32746,-5,-110,TAO Buoy Adrift,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,32st0,-19.713,-85.585,Stratus,Woods Hole Oceanographic Institution,IOOS Partners,0,E,fixed
y,0,41001,34.5537,-72.6051,150 NM East of Cape HATTERAS,NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,41002,32.309,-75.483,"S HATTERAS - 250 NM East of Charleston, SC",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,41003,30.4,-80.1,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,41004,32.501,-79.099,"EDISTO - 41 NM Southeast of Charleston, SC",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,41005,31.7,-79.7,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41006,29.3,-77.4,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41007,34.2,-76.5,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,41008,31.402,-80.869,"GRAYS REEF - 40 NM Southeast of Savannah, GA",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41009,28.519,-80.166,"CANAVERAL 20 NM East of Cape Canaveral, FL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41010,28.906,-78.471,CANAVERAL EAST 120NM East of Cape Canaveral,NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,41011,28.2,-80.1,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,41012,30.042,-80.534,"St. Augustine, FL 40NM ENE of St Augustine, FL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41013,33.436,-77.743,"Frying Pan Shoals, NC Buoy",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,41015,35.4,-75.3,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41016,24.6,-76.5,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41017,35.4,-75.1,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41018,15,-75,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41021,31.92,-80.85,Olympic Northeast,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41022,31.89,-80.86,Olympic Southwest,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,41023,31.92,-80.93,Olympic Southwest,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,41024,33.848,-78.489,Sunset Nearshore (SUN 2),CaroCOOPS,IOOS Partners,0,E,buoy
n,0,41025,35.006,-75.402,Diamond Shoals,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41026,12,-38,Forro,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
n,0,41027,33.302,-78.137,Sunset Mid-Shelf (SUN 3),CaroCOOPS,IOOS Partners,0,D,buoy
y,0,41029,32.81,-79.63,Capers Nearshore (CAP 2),CaroCOOPS,IOOS Partners,0,E,buoy
n,0,41030,32.52,-79.34,Capers Mid-Shelf (CAP 3),CaroCOOPS,IOOS Partners,0,D,buoy
y,0,41033,32.28,-80.41,Fripp Nearshore (FRP 2),CaroCOOPS,IOOS Partners,0,E,buoy
n,0,41035,34.476,-77.28,"Onslow Bay Inner, NC",NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,41036,34.206,-76.952,"Onslow Bay Outer, NC",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41037,33.991,-77.36,"ILM3 - 27 miles SE of Wrightsville Beach, NC",CORMP,IOOS Partners,0,E,buoy
y,0,41038,34.141,-77.715,"ILM2 - 5 miles SE of Wrightsville Beach, NC",CORMP,IOOS Partners,0,E,buoy
y,0,41040,14.477,-53.008,West Atlantic,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41041,14.175,-45.998,Middle Atlantic,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41043,21.061,-64.966,South Western Atlantic,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41044,21.652,-58.695,South Atlantic,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41046,23.838,-68.333,E Bahamas,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41047,27.469,-71.491,NE Bahamas,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41048,31.978,-69.649,W Bermuda,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41049,27.5,-63,Atlantic (South),NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,41052,18.251,-64.763,"South of St. John, Virgin Islands",Caribbean Integrated Coastal Ocean Observing System (CarICoos),IOOS Partners,0,E,buoy
y,0,41053,18.476,-66.099,"San Juan, PR",Caribbean Integrated Coastal Ocean Observing System (CarICoos),IOOS Partners,0,E,buoy
y,0,41060,14.825,-51.017,Woods Hole Northwest Tropical Atlantic Wave Station,Woods Hole Oceanographic Institution,IOOS Partners,0,E,buoy
n,0,41096,16.533,-61.404,North of Guadeloupe,Meteo France,International Partners,0,E,buoy
n,0,41097,14.48,-61.096,"Fort-de-France, Martinique",Meteo France,International Partners,0,D,buoy
n,0,41098,14.894,-61.113,North of Martinique,Meteo France,International Partners,0,D,buoy
y,0,41099,14.178,-60.937,North of Saint Lucia,Meteo France,International Partners,0,D,buoy
n,0,41100,15.9,-57.883,East of Guadeloupe,Meteo France,International Partners,0,D,buoy
y,0,41101,14.6,-56.201,East of Martinique,Meteo France,International Partners,0,E,buoy
y,0,41109,34.483,-77.3,"New River Inlet, NC - 190",SCRIPPS,IOOS Partners,0,E,buoy
y,0,41110,34.141,-77.709,"Masonboro Inlet, NC",CORMP,IOOS Partners,0,E,buoy
y,0,41112,30.719,-81.293,"Offshore Fernandina Beach, FL (132)",SCRIPPS,IOOS Partners,0,E,buoy
n,0,41113,28.4,-80.53,"Cape Canaveral Nearshore, FL (143)",SCRIPPS,IOOS Partners,0,E,buoy
y,0,41114,27.551,-80.225,"Fort Pierce, FL (134)",SCRIPPS,IOOS Partners,0,E,buoy
y,0,41115,18.376,-67.28,"Rincon, Puerto Rico (181)",Caribbean Integrated Coastal Ocean Observing System (CarICoos),IOOS Partners,0,E,buoy
y,0,41139,20,-38,,Prediction and Research Moored Array in the Atlantic,International Partners,0,E,buoy
n,0,41140,17.769,-64.723,"Christiansted, St. Croix, Virgin Islands",SCRIPPS,IOOS Partners,0,D,buoy
n,0,41141,17.684,-64.635,"Fareham, St. Croix, Virgin Islands",SCRIPPS,IOOS Partners,0,D,buoy
n,0,41193,12.351,-72.218,"Puerto Bolivar, Colombia",DIMAR Colombia,International Partners,0,D,buoy
n,0,41194,11.161,-74.681,"Barranquilla, Colombia",DIMAR Colombia,International Partners,0,D,buoy
y,0,41420,23.49,-67.325,"690 NM East of Miami, FL",NDBC,Tsunami,0,E,dart
n,0,41421,22.8112,-69.2491,"320 NM North of San Juan, PR",NDBC,Tsunami,0,E,dart
n,0,41424,37.7029,-62.0080,"370 NM East of Charleston, SC",NDBC,Tsunami,0,E,dart
n,0,41554,18.078,-64.743,,AOML,IOOS Partners,0,D,buoy
y,0,41670,29.63,-50.42,,AOML,IOOS Partners,0,D,buoy
n,0,41852,23.24,-24.02,,AOML,IOOS Partners,0,D,buoy
n,0,41904,3.017,90.9,,AOML,IOOS Partners,0,D,buoy
y,0,41933,28.75,-66.61,,AOML,IOOS Partners,0,D,buoy
y,0,41nt0,14.825,-51.017,NTAS - Northwest Tropical Atlantic,Woods Hole Oceanographic Institution,IOOS Partners,0,E,fixed
y,0,42001,25.888,-89.658,"MID GULF 180 nm South of Southwest Pass, LA",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42002,25.79,-93.666,"W GULF 207 NM East of Brownsville, TX",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42003,26.044,-85.612,"E GULF 208 nm West of Naples, FL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,42004,27.5,-85.5,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42005,30,-85.9,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42006,26.5,-96,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42007,30.09,-88.769,"BILOXI 22 nm SSE of Biloxi, MS",NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42008,28.7,-95.3,,NDBC,NDBC Meteorological/Ocean,0,D,other
n,0,42009,29.3,-87.5,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42010,29.7,-93.4,,NDBC,NDBC Meteorological/Ocean,0,D,other
n,0,42011,29.7,-93.5,,NDBC,NDBC Meteorological/Ocean,0,D,other
y,0,42012,30.065,-87.555,"Orange Beach, AL Buoy",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,42013,27.169,-82.926,C10 - Navy-2,COMPS,IOOS Partners,0,E,buoy
n,0,42014,25.254,-82.22,C17 - W. FL Sea-Coos,COMPS,IOOS Partners,0,D,buoy
n,0,42015,30.1,-88.2,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42016,30.2,-88.1,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42017,27.9,-90.9,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42018,30,-88.2,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42019,27.913,-95.353,"Freeport, TX 60 NM South of Freeport, TX",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42020,26.966,-96.695,"Corpus Christi, TX 50NM Southeast of Corpus Christi, TX",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42021,28.311,-83.306,"C14 - Pasco County Buoy, FL",COMPS,IOOS Partners,0,E,buoy
y,0,42022,27.498,-83.722,C12 - West Florida Central Buoy,COMPS,IOOS Partners,0,E,buoy
y,0,42023,26.064,-83.074,C13 - West Florida South Buoy,COMPS,IOOS Partners,0,E,buoy
n,0,42024,27.464,-84.219,C16 - W. FL MERHAB,COMPS,IOOS Partners,0,D,buoy
n,0,42025,24.9,-80.4,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,42035,29.232,-94.413,"GALVESTON  22NM East of Galveston, TX",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42036,28.5,-84.517,"W. TAMPA  106NM West Northwest of Tampa, FL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,42037,24.5,-81.4,,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42038,27.421,-92.555,North Mid Gulf of Mexico,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,42039,28.791,-86.008,"PENSACOLA - 115NM East Southeast of Pensacola, FL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42040,29.212,-88.207,"LUKE OFFSHORE TEST PLATFORM 64 nm South of Dauphin Island, AL",NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,42041,27.504,-90.462,"North Mid Gulf 110NM South of Grand Isle, LA",NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42042,29.88,-88.32,Pascagoula,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42043,28.982,-94.919,GA-252 TABS B,TABS,IOOS Partners,0,E,buoy
n,0,42044,26.191,-97.051,PS-1126 TABS J,TABS,IOOS Partners,0,E,buoy
n,0,42045,26.217,-96.5,PI-745 TABS K,TABS,IOOS Partners,0,E,buoy
n,0,42046,27.89,-94.037,HI-A595 TABS N,TABS,IOOS Partners,0,E,buoy
n,0,42047,27.897,-93.597,HI-A389 TABS V,TABS,IOOS Partners,0,E,buoy
n,0,42048,27.94,-96.843,TABS D,TABS,IOOS Partners,0,E,buoy
n,0,42049,28.351,-96.006,TABS W,TABS,IOOS Partners,0,E,buoy
n,0,42050,28.843,-94.242,TABS F,TABS,IOOS Partners,0,E,buoy
n,0,42051,29.635,-93.642,TABS R,TABS,IOOS Partners,0,E,buoy
n,0,42053,29.55,-88.5,Pascagoula South,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42054,26,-87.73,East Gulf,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,42055,22.203,-94,Bay of Campeche,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42056,19.802,-84.857, Yucatan Basin,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42057,17.002,-81.501,Western Caribbean,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42058,14.923,-74.918,Central Caribbean,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42059,15.054,-67.472,Eastern Caribbean,NDBC,NDBC Meteorological/Ocean,0,E,buoy
y,0,42060,16.333,-63.5,Eastern Caribbean,NDBC,NDBC Meteorological/Ocean,0,E,buoy
n,0,42065,14.926,-75.046,Near 42058 Central Caribbean,NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42067,30.043,-88.649,USM3M02,USM,IOOS Partners,0,E,buoy
n,0,42080,24.396,-81.934,"Offshore Sand Key, FL",NDBC,NDBC Meteorological/Ocean,0,D,buoy
n,0,42085,17.86,-66.524,"Southeast of Ponce, PR",Caribbean Integrated Coastal Ocean Observing System (CarICoos),IOOS Partners,0,E,buoy
y,0,42099,27.34,-84.245,"Offshore St. Petersburg, FL (144)",SCRIPPS,IOOS Partners,0,E,buoy
y,0,42360,26.7,-90.46,BW Pioneer buoy - Walker Ridge 249,Petrobras,Oil and Gas Industry,0,E,buoy
y,0,42361,27.55,-92.49,Auger - Garden Banks 426,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42362,27.8,-90.67,Brutus - Green Canyon 158,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42363,28.16,-89.22,Mars - Mississippi Canyon 807,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42364,29.06,-88.09,Ram-Powell - Viosca Knoll 956,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42365,28.2,-89.12,Ursa - Mississippi Canyon 809,Shell Oil,Oil and Gas Industry,0,E,oilrig
n,0,42366,27.122,-91.959,Red Hawk - Garden Banks 877,Kerr-McGee,Oil and Gas Industry,0,E,oilrig
n,0,42367,28.743,-88.826,Matterhorn - Mississippi Canyon 243,Total USA,Oil and Gas Industry,0,E,oilrig
y,0,42368,27.204,-92.203,Magnolia - Garden Banks 783,ConocoPhillips,Oil and Gas Industry,0,E,oilrig
n,0,42369,27.189,-90.269,Mad Dog - Green Canyon 782,BP Inc,Oil and Gas Industry,0,E,oilrig
y,0,42370,27.321,-90.536,Holstein - Green Canyon 645,BP Inc,Oil and Gas Industry,0,E,oilrig
n,0,42371,27.732,-91.111,Typhoon - Green Canyon 237,Chevron,Oil and Gas Industry,0,D,oilrig
y,0,42372,27.779,-90.519,Genesis - Green Canyon 205,Chevron,Oil and Gas Industry,0,E,oilrig
n,0,42373,27.354,-94.625,Boomvang - East Breaks 643,Kerr-McGee,Oil and Gas Industry,0,E,oilrig
n,0,42374,28.866,-88.056,Horn Mountain - Mississippi Canyon 126 and 127,BP Inc,Oil and Gas Industry,0,E,oilrig
y,0,42375,28.521,-88.289,Na Kika - Mississippi Canyon 474,BP Inc,Oil and Gas Industry,0,E,oilrig
n,0,42376,29.108,-87.944,Marlin - Viosca Knoll 915,BP Inc,Oil and Gas Industry,0,E,oilrig
y,0,42377,27.293,-90.968,Constitution - Green Canyon 680,Kerr-McGee,Oil and Gas Industry,0,E,oilrig
y,0,42379,27.362,-90.181,Marco Polo - Green Canyon 608,Anadarko,Oil and Gas Industry,0,E,oilrig
n,0,42380,28.209,-88.738,Devil's Tower - Mississippi Canyon 773,Williams,Oil and Gas Industry,0,E,oilrig
y,0,42381,28.221,-89.616,Innovator - Mississippi Canyon 711,ATP,Oil and Gas Industry,0,E,oilrig
n,0,42382,27.304,-93.538,Gunnison - Garden Banks 668,Kerr-McGee,Oil and Gas Industry,0,E,oilrig
y,0,42383,27.37,-89.924,Neptune - Green Canyon 613,BHP,Oil and Gas Industry,0,E,oilrig
n,0,42384,27.993,-90.326,Prince TLP - Ewing Bank 1003,"El Paso E&P Company, L.P.",Oil and Gas Industry,0,E,oilrig
n,0,42385,28.34,-88.266,Blind Faith - Mississippi Canyon 696,Chevron,Oil and Gas Industry,0,E,oilrig
y,0,42386,27.326,-90.714,Tahiti - Green Canyon 641,Chevron,Oil and Gas Industry,0,E,oilrig
y,0,42387,28.267,-88.399,Thunderhawk - Mississippi Canyon 734,Murphy,Oil and Gas Industry,0,E,oilrig
n,0,42388,27.73,-91.109,Producer 1 - Green Canyon 237,Helix,Oil and Gas Industry,0,E,oilrig
y,0,42390,26.129,-94.898,Perdido Host - Alaminos Canyon 857,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42391,28.034,-89.101,Titan - Mississippi Canyon 941,ATP,Oil and Gas Industry,0,E,oilrig
y,0,42392,27.196,-90.027,Atlantis - Green Canyon ###,BP Inc,Oil and Gas Industry,0,E,oilrig
n,0,42393,27.301,-90.135,Shenzi - Green Canyon 653,BHP,Oil and Gas Industry,0,E,oilrig
n,0,42407,15.289,-68.215,"230 NM South of San Juan, PR",NDBC,Tsunami,0,E,dart
n,0,42408,25.2,-87,"310 NM South-Southeast of New Orleans, LA",NDBC,Tsunami,0,D,dart
y,0,42409,27.08,-85.714,"295 NM Southeast of New Orleans, LA",NDBC,Tsunami,0,E,dart
n,0,42534,29.643,-93.839,Moored Drifter,NDBC,NDBC Meteorological/Ocean,0,D,buoy
y,0,42861,28.634,-87.982,Deepwater Nautilus -  Mississippi Canyon 348,Shell Oil,Oil and Gas Industry,0,E,oilrig
y,0,42862,27.8,-90.67,Jim Thompson - Green Canyon 158,Shell Oil,Oil and Gas Industry,0,E,oilrig
n,0,42863,27.486,-90.191,Ocean Victory - Green Canyon 300 #2,ATP,Oil and Gas Industry,0,E,oilrig
n,0,42864,28.195,-89.636,Noble Max Smith - Mississippi Canyon 754,Newfield Exploration Company,Oil and Gas Industry,0,D,oilrig
n,0,42865,27.466,-90.305,Celtic Sea - Green Canyon 517,ENI Petroleum,Oil and Gas Industry,0,D,oilrig
n,0,42866,28.491,-88.997,Transocean Amirante - Mississippi Canyon 460,ENI Petroleum,Oil and Gas Industry,0,E,oilrig
y,0,42867,27.317,-90.754,DeepSeas - Green Canyon 640,Chevron,Oil and Gas Industry,0,E,oilrig
n,0,42868,29.076,-88.013,Discoverer Enterprise - Viosca Knoll 915,BP Inc,Oil and Gas Industry,0,E,oilrig
n,0,42869,28.695,-87.931,Ocean Confidence - Mississippi Canyon 305,ATP,Oil and Gas Industry,0,E,oilrig
n,0,42870,27.458,-90.867,Ocean America - Green Canyon 505,Noble Energy,Oil and Gas Industry,0,E,oilrig
n,0,42871,27.309,-90.072,C R Luigs - Green Canyon 654,BHP,Oil and Gas Industry,0,E,oilrig
n,0,42872,28.738,-88.366,Deepwater Horizon,BP Inc,Oil and Gas Industry,0,D,oilrig
n,0,42873,28.252,-89.622,Ocean Quest - Mississippi Canyon 711,ATP,Oil and Gas Industry,0,E,oilrig
n,0,42874,27.121,-91.922,DeepWater Millennium - Garden Banks 877,Anadarko,Oil and Gas Industry,0,D,oilrig
n,0,42875,28.567,-88.257,Amos Runner - Mississippi Canyon 431,LLOG,Oil and Gas Industry,0,E,oilrig
n,0,42876,27.676,-92.534,Ocean Star - Garden Banks 293,Newfield Exploration Company,Oil and Gas Industry,0,E,oilrig
n,0,42877,28.18,-89.29,Cajun Express - Mississippi Canyon 762,Shell Oil,Oil and Gas Industry,0,E,oilrig
n,0,42878,27.726,-90.73,Paul Romano - Green Canyon 244,Marathon Oil,Oil and Gas Industry,0,E,oilrig
n,0,42879,27.801,-89.642,ENSCO 7500 - Atwater Valley 138,Chevron,Oil and Gas Industry,0,D,oilrig
n,0,42880,28.936,-88.543,Ocean Voyager - Mississippi Canyon 29,Newfield Exploration Company,Oil and Gas Industry,0,D,oilrig
n,0,42881,27.554,-88.361,Transocean Marianas - Atwater Valley 428,ENI Petroleum,Oil and Gas Industry,0,E,oilrig
n,0,42882,27.339,-94.47,Ocean Valiant - East Breaks 646,Anadarko,Oil and Gas Industry,0,E,oilrig
